[2025-05-19 23:27:52] TransactionID: 4 | Amount: 3988.33 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:21] TransactionID: 698 | Amount: 2882.41 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:21] TransactionID: 764 | Amount: 4534.49 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:21] TransactionID: 647 | Amount: 2090.52 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:21] TransactionID: 575 | Amount: 836.5 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 959 | Amount: 290.16 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 778 | Amount: 4205.77 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:21] TransactionID: 606 | Amount: 793.68 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 563 | Amount: 566.26 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 868 | Amount: 808.68 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 365 | Amount: 137.4 | Status: SAFE | Reasons: None

[2025-05-19 23:28:21] TransactionID: 701 | Amount: 900.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 710 | Amount: 121.43 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 652 | Amount: 23.26 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 787 | Amount: 663.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 732 | Amount: 523.48 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 953 | Amount: 216.02 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 349 | Amount: 522.59 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 630 | Amount: 747.91 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 844 | Amount: 405.0 | Status: SAFE | Reasons: None

[2025-05-19 23:28:21] TransactionID: 581 | Amount: 4794.92 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:21] TransactionID: 487 | Amount: 675.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 845 | Amount: 20.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 368 | Amount: 999.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 513 | Amount: 329.03 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 503 | Amount: 369.88 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 745 | Amount: 3292.33 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:21] TransactionID: 717 | Amount: 90.96 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 512 | Amount: 646.85 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 602 | Amount: 92.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 695 | Amount: 248.65 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 551 | Amount: 572.46 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 896 | Amount: 188.36 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 837 | Amount: 987.09 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 643 | Amount: 674.11 | Status: SAFE | Reasons: None

[2025-05-19 23:28:21] TransactionID: 518 | Amount: 671.84 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 852 | Amount: 934.62 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 693 | Amount: 430.56 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 749 | Amount: 414.55 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 498 | Amount: 154.81 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 113 | Amount: 441.92 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 723 | Amount: 597.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 881 | Amount: 751.77 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 226 | Amount: 838.75 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 599 | Amount: 623.47 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 482 | Amount: 2459.52 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:21] TransactionID: 882 | Amount: 268.68 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 508 | Amount: 859.24 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 862 | Amount: 618.49 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 524 | Amount: 932.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 902 | Amount: 2346.33 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:21] TransactionID: 968 | Amount: 556.54 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 650 | Amount: 728.37 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 545 | Amount: 545.49 | Status: SAFE | Reasons: None[2025-05-19 23:28:21] TransactionID: 639 | Amount: 239.13 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 597 | Amount: 90.95 | Status: SAFE | Reasons: None

[2025-05-19 23:28:21] TransactionID: 670 | Amount: 116.27 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 607 | Amount: 250.45 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 636 | Amount: 12.18 | Status: SAFE | Reasons: None
[2025-05-19 23:28:21] TransactionID: 944 | Amount: 3971.04 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:21] TransactionID: 604 | Amount: 4780.4 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:21] TransactionID: 798 | Amount: 689.74 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 809 | Amount: 492.2 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 621 | Amount: 486.45 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 711 | Amount: 234.05 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 609 | Amount: 256.52 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 739 | Amount: 2305.79 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:22] TransactionID: 773 | Amount: 974.39 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 662 | Amount: 262.23 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 737 | Amount: 491.06 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 476 | Amount: 581.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 677 | Amount: 752.94 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 682 | Amount: 333.0 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 900 | Amount: 337.66 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 965 | Amount: 451.49 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 754 | Amount: 364.61 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 269 | Amount: 325.03 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 810 | Amount: 1534.24 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 421 | Amount: 486.65 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 890 | Amount: 118.27 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 453 | Amount: 2993.62 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:22] TransactionID: 459 | Amount: 134.06 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 942 | Amount: 275.95 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 883 | Amount: 193.46 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 850 | Amount: 700.77 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 945 | Amount: 706.62 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 539 | Amount: 959.81 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 977 | Amount: 302.9 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 771 | Amount: 913.39 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 820 | Amount: 457.3 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 229 | Amount: 582.6 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 963 | Amount: 741.16 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 585 | Amount: 859.57 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 675 | Amount: 714.72 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 938 | Amount: 367.44 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 422 | Amount: 440.31 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 578 | Amount: 167.89 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 582 | Amount: 289.34 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 875 | Amount: 365.98 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 591 | Amount: 39.31 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 324 | Amount: 651.41 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 808 | Amount: 611.84 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 939 | Amount: 976.42 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 640 | Amount: 658.73 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 485 | Amount: 331.27 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 716 | Amount: 910.64 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 967 | Amount: 471.43 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 216 | Amount: 836.14 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 399 | Amount: 2665.44 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:22] TransactionID: 594 | Amount: 503.75 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 878 | Amount: 311.73 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 517 | Amount: 270.98 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 301 | Amount: 868.1 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 946 | Amount: 450.24 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 567 | Amount: 894.3 | Status: SAFE | Reasons: None

[2025-05-19 23:28:22] TransactionID: 672 | Amount: 269.2 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 568 | Amount: 166.92 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 886 | Amount: 499.13 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 555 | Amount: 261.62 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 490 | Amount: 28.03 | Status: SAFE | Reasons: None

[2025-05-19 23:28:22] TransactionID: 691 | Amount: 733.99 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 589 | Amount: 842.11 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 724 | Amount: 73.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 444 | Amount: 864.5 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 980 | Amount: 2171.16 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:22] TransactionID: 442 | Amount: 883.31 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 600 | Amount: 4054.42 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:22] TransactionID: 957 | Amount: 274.69 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 648 | Amount: 592.04 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 821 | Amount: 983.37 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 624 | Amount: 882.13 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 782 | Amount: 4354.2 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:22] TransactionID: 515 | Amount: 1608.69 | Status: FRAUD | Reasons: Nighttime high amount transaction
[2025-05-19 23:28:22] TransactionID: 760 | Amount: 78.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 570 | Amount: 678.43 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 742 | Amount: 583.64 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 664 | Amount: 641.27 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 586 | Amount: 291.38 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 899 | Amount: 224.46 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 669 | Amount: 230.16 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 979 | Amount: 830.38 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 924 | Amount: 48.44 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 921 | Amount: 329.97 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 580 | Amount: 561.89 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 994 | Amount: 874.64 | Status: SAFE | Reasons: None
[2025-05-19 23:28:22] TransactionID: 751 | Amount: 2969.2 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:23] TransactionID: 838 | Amount: 609.28 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 623 | Amount: 817.91 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 681 | Amount: 246.17 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 775 | Amount: 463.7 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 350 | Amount: 548.46 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 822 | Amount: 551.1 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 767 | Amount: 769.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 706 | Amount: 23.57 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 728 | Amount: 562.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 974 | Amount: 981.11 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 978 | Amount: 189.69 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 780 | Amount: 3879.29 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:23] TransactionID: 617 | Amount: 670.3 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 610 | Amount: 2349.46 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:23] TransactionID: 554 | Amount: 948.76 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 571 | Amount: 855.08 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 817 | Amount: 80.33 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 561 | Amount: 99.41 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 856 | Amount: 701.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 526 | Amount: 658.99 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 874 | Amount: 1008.97 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 733 | Amount: 989.31 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 510 | Amount: 802.35 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 668 | Amount: 353.48 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 891 | Amount: 179.05 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 347 | Amount: 298.34 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 934 | Amount: 606.36 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 769 | Amount: 528.03 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 722 | Amount: 65.68 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 885 | Amount: 850.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 961 | Amount: 585.09 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 929 | Amount: 395.41 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 914 | Amount: 183.59 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 665 | Amount: 896.64 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 998 | Amount: 994.55 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 727 | Amount: 965.09 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 684 | Amount: 992.94 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 986 | Amount: 963.27 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 770 | Amount: 712.64 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 835 | Amount: 534.43 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 940 | Amount: 874.78 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 932 | Amount: 364.67 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 759 | Amount: 534.96 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 784 | Amount: 582.1 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 894 | Amount: 132.69 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 857 | Amount: 623.46 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 833 | Amount: 795.85 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 949 | Amount: 462.7 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 746 | Amount: 387.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 577 | Amount: 777.59 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 366 | Amount: 425.76 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 905 | Amount: 174.17 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 865 | Amount: 214.34 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 661 | Amount: 220.49 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 973 | Amount: 688.69 | Status: SAFE | Reasons: None[2025-05-19 23:28:23] TransactionID: 863 | Amount: 266.84 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 707 | Amount: 3025.36 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:23] TransactionID: 341 | Amount: 393.25 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 738 | Amount: 840.18 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 925 | Amount: 203.07 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 342 | Amount: 675.08 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 996 | Amount: 963.3 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 866 | Amount: 4531.6 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:23] TransactionID: 791 | Amount: 842.9 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 708 | Amount: 4563.65 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:23] TransactionID: 806 | Amount: 654.95 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 928 | Amount: 329.59 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 605 | Amount: 796.71 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 542 | Amount: 772.58 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 832 | Amount: 958.36 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 645 | Amount: 602.24 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 991 | Amount: 220.77 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 538 | Amount: 737.24 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 861 | Amount: 232.14 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 618 | Amount: 578.64 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 841 | Amount: 164.94 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 685 | Amount: 293.28 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 803 | Amount: 756.82 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 709 | Amount: 968.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 261 | Amount: 531.53 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 642 | Amount: 349.79 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 712 | Amount: 960.77 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 937 | Amount: 3215.41 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:23] TransactionID: 799 | Amount: 478.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 729 | Amount: 643.63 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 982 | Amount: 938.08 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 94 | Amount: 395.64 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 884 | Amount: 578.61 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 860 | Amount: 697.97 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 776 | Amount: 705.02 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 990 | Amount: 553.71 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 541 | Amount: 591.05 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 473 | Amount: 754.54 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 540 | Amount: 677.76 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 948 | Amount: 800.73 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 794 | Amount: 958.87 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 813 | Amount: 2432.99 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:23] TransactionID: 192 | Amount: 628.79 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 848 | Amount: 85.71 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 917 | Amount: 866.99 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 879 | Amount: 564.28 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 556 | Amount: 47.36 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 913 | Amount: 705.45 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 801 | Amount: 255.46 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 627 | Amount: 934.26 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 273 | Amount: 2164.61 | Status: FRAUD | Reasons: High transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:23] TransactionID: 534 | Amount: 650.77 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 474 | Amount: 737.08 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 703 | Amount: 4274.57 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:23] TransactionID: 1000 | Amount: 1224.77 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 931 | Amount: 65.28 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 792 | Amount: 980.59 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 854 | Amount: 580.68 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 460 | Amount: 937.13 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 846 | Amount: 26.63 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 962 | Amount: 330.31 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 941 | Amount: 536.29 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 523 | Amount: 836.53 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 757 | Amount: 3635.93 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:23] TransactionID: 911 | Amount: 3562.78 | Status: FRAUD | Reasons: High transaction amount
[2025-05-19 23:28:23] TransactionID: 970 | Amount: 156.19 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 744 | Amount: 908.38 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 625 | Amount: 496.45 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 987 | Amount: 113.58 | Status: SAFE | Reasons: None
 transaction amount, Nighttime high amount transaction
[2025-05-19 23:28:23] TransactionID: 947 | Amount: 162.49 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 484 | Amount: 868.74 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 763 | Amount: 867.32 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 951 | Amount: 632.04 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 504 | Amount: 448.52 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 761 | Amount: 938.72 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 721 | Amount: 953.17 | Status: SAFE | Reasons: None
[2025-05-19 23:28:23] TransactionID: 736 | Amount: 174.81 | Status: SAFE | Reasons: None
